inst#,actual,predicted,error,prediction
10401,2:1,2:1,,0.753
10402,2:1,1:0,+,0.567
10403,1:0,2:1,+,0.538
10404,1:0,2:1,+,0.513
10405,1:0,1:0,,0.5
10406,2:1,1:0,+,0.533
10407,1:0,2:1,+,0.562
10408,2:1,1:0,+,0.599
10409,2:1,1:0,+,0.807
10410,2:1,2:1,,0.681
10411,1:0,1:0,,0.703
10412,2:1,2:1,,0.679
10413,1:0,2:1,+,0.536
10414,2:1,1:0,+,0.678
10415,1:0,1:0,,0.505
10416,2:1,2:1,,0.789
10417,2:1,1:0,+,0.673
10418,1:0,2:1,+,0.635
10419,1:0,1:0,,0.552
10420,2:1,1:0,+,0.798
10421,2:1,1:0,+,0.589
10422,1:0,2:1,+,0.936
10423,1:0,2:1,+,0.936
10424,1:0,1:0,,0.561
10425,1:0,1:0,,0.693
10426,1:0,2:1,+,0.75
10427,1:0,1:0,,0.806
10428,2:1,2:1,,0.521
10429,1:0,2:1,+,0.69
10430,2:1,2:1,,0.813
10431,2:1,2:1,,0.699
10432,2:1,2:1,,0.585
10433,2:1,2:1,,0.758
10434,2:1,1:0,+,0.594
10435,2:1,2:1,,0.678
10436,1:0,2:1,+,0.571
10437,1:0,1:0,,0.659
10438,1:0,1:0,,0.57
10439,2:1,1:0,+,0.545
10440,1:0,1:0,,0.929
10441,2:1,1:0,+,0.506
10442,2:1,1:0,+,0.786
10443,1:0,1:0,,0.779
10444,2:1,2:1,,0.7
10445,1:0,2:1,+,0.631
10446,1:0,1:0,,0.76
10447,2:1,1:0,+,0.821
10448,2:1,2:1,,0.875
10449,1:0,2:1,+,0.588
10450,2:1,1:0,+,0.579
10451,1:0,1:0,,0.776
10452,2:1,1:0,+,0.931
10453,2:1,1:0,+,0.812
10454,1:0,1:0,,0.605
10455,1:0,1:0,,0.669
10456,2:1,2:1,,0.847
10457,2:1,2:1,,0.812
10458,2:1,2:1,,0.566
10459,2:1,1:0,+,0.599
10460,2:1,2:1,,0.604
10461,2:1,1:0,+,0.591
10462,1:0,1:0,,0.599
10463,2:1,2:1,,0.678
10464,2:1,1:0,+,0.562
10465,1:0,1:0,,0.97
10466,1:0,1:0,,0.647
10467,1:0,2:1,+,0.778
10468,2:1,2:1,,0.591
10469,1:0,1:0,,0.685
10470,1:0,1:0,,0.571
10471,2:1,2:1,,0.853
10472,2:1,2:1,,0.99
10473,2:1,2:1,,0.551
10474,1:0,1:0,,0.662
10475,1:0,2:1,+,0.583
10476,2:1,2:1,,0.814
10477,2:1,1:0,+,0.588
10478,1:0,2:1,+,0.61
10479,1:0,2:1,+,0.923
10480,2:1,1:0,+,0.632
10481,1:0,2:1,+,0.65
10482,1:0,1:0,,0.592
10483,1:0,1:0,,0.564
10484,2:1,2:1,,0.718
10485,2:1,1:0,+,0.61
10486,2:1,2:1,,0.726
10487,1:0,1:0,,0.868
10488,2:1,2:1,,0.565
10489,1:0,1:0,,0.61
10490,2:1,1:0,+,0.628
10491,2:1,1:0,+,0.618
10492,1:0,2:1,+,0.606
10493,2:1,2:1,,0.525
10494,2:1,1:0,+,0.579
10495,2:1,2:1,,0.607
10496,1:0,1:0,,0.692
10497,1:0,2:1,+,0.571
10498,2:1,1:0,+,0.787
10499,2:1,2:1,,0.599
10500,1:0,2:1,+,0.725
10501,1:0,1:0,,0.686
10502,2:1,2:1,,0.632
10503,2:1,2:1,,0.737
10504,2:1,2:1,,0.595
10505,1:0,1:0,,0.568
10506,1:0,2:1,+,0.856
10507,1:0,1:0,,0.582
10508,2:1,1:0,+,0.743
10509,1:0,2:1,+,0.62
10510,2:1,2:1,,0.579
10511,1:0,1:0,,0.828
10512,1:0,1:0,,0.507
10513,1:0,1:0,,0.612
10514,1:0,2:1,+,0.617
10515,2:1,2:1,,0.545
10516,1:0,1:0,,0.638
10517,1:0,1:0,,0.815
10518,1:0,1:0,,0.626
10519,2:1,2:1,,0.7
10520,2:1,2:1,,0.587
10521,1:0,1:0,,0.51
10522,1:0,1:0,,0.542
10523,2:1,1:0,+,0.765
10524,1:0,1:0,,0.62
10525,1:0,1:0,,0.778
10526,2:1,2:1,,0.648
10527,2:1,2:1,,0.52
10528,2:1,2:1,,0.532
10529,1:0,2:1,+,0.591
10530,1:0,2:1,+,0.516
10531,1:0,1:0,,0.975
10532,2:1,2:1,,0.791
10533,2:1,2:1,,0.574
10534,2:1,2:1,,0.639
10535,1:0,2:1,+,0.721
10536,1:0,2:1,+,0.546
10537,1:0,2:1,+,0.824
10538,1:0,2:1,+,0.945
10539,1:0,1:0,,0.605
10540,2:1,1:0,+,0.724
10541,1:0,1:0,,0.528
10542,1:0,2:1,+,0.696
10543,2:1,1:0,+,0.634
10544,2:1,2:1,,0.586
10545,1:0,2:1,+,0.786
10546,1:0,1:0,,0.736
10547,1:0,2:1,+,0.752
10548,1:0,2:1,+,0.535
10549,2:1,2:1,,0.595
10550,1:0,2:1,+,0.752
10551,1:0,2:1,+,0.623
10552,2:1,1:0,+,0.545
10553,2:1,1:0,+,0.613
10554,1:0,2:1,+,0.522
10555,1:0,2:1,+,0.732
10556,2:1,1:0,+,0.521
10557,1:0,1:0,,0.632
10558,1:0,2:1,+,0.59
10559,2:1,1:0,+,0.528
10560,2:1,2:1,,0.54
10561,1:0,2:1,+,0.535
10562,1:0,1:0,,0.691
10563,2:1,1:0,+,0.914
10564,2:1,1:0,+,0.595
10565,2:1,2:1,,0.585
10566,2:1,2:1,,0.68
10567,1:0,2:1,+,0.709
10568,2:1,1:0,+,0.614
10569,2:1,2:1,,0.722
10570,1:0,2:1,+,0.766
10571,1:0,2:1,+,0.635
10572,2:1,2:1,,0.595
10573,1:0,1:0,,0.604
10574,1:0,2:1,+,0.514
10575,1:0,2:1,+,0.773
10576,1:0,2:1,+,0.622
10577,2:1,2:1,,0.607
10578,1:0,2:1,+,0.663
10579,2:1,1:0,+,0.72
10580,2:1,1:0,+,0.54
10581,1:0,1:0,,0.521
10582,2:1,1:0,+,0.597
10583,2:1,2:1,,0.642
10584,1:0,1:0,,0.798
10585,2:1,1:0,+,0.567
10586,2:1,1:0,+,0.628
10587,1:0,1:0,,0.532
10588,2:1,1:0,+,0.665
10589,1:0,2:1,+,0.582
10590,2:1,2:1,,0.507
10591,1:0,2:1,+,0.645
10592,2:1,2:1,,0.515
10593,2:1,2:1,,0.686
10594,1:0,1:0,,0.99
10595,1:0,1:0,,0.522
10596,2:1,1:0,+,0.546
10597,2:1,2:1,,0.925
10598,1:0,2:1,+,0.872
10599,1:0,2:1,+,0.916
10600,2:1,1:0,+,0.765
10601,1:0,2:1,+,0.596
10602,2:1,2:1,,0.508
10603,2:1,1:0,+,0.571
10604,2:1,2:1,,0.67
10605,2:1,1:0,+,0.68
10606,2:1,1:0,+,0.633
10607,2:1,2:1,,0.594
10608,2:1,1:0,+,0.59
10609,1:0,1:0,,0.606
10610,1:0,2:1,+,0.503
10611,2:1,1:0,+,0.641
10612,1:0,1:0,,0.545
10613,1:0,1:0,,0.607
10614,1:0,2:1,+,0.862
10615,2:1,2:1,,0.819
10616,1:0,1:0,,0.88
10617,2:1,2:1,,0.761
10618,2:1,1:0,+,0.519
10619,1:0,1:0,,0.615
10620,1:0,1:0,,0.598
10621,1:0,2:1,+,0.54
10622,1:0,1:0,,0.707
10623,2:1,2:1,,0.661
10624,1:0,1:0,,0.625
10625,2:1,2:1,,0.694
10626,2:1,2:1,,0.928
10627,2:1,1:0,+,0.832
10628,1:0,2:1,+,0.762
10629,1:0,1:0,,0.546
10630,1:0,1:0,,0.607
10631,1:0,1:0,,0.599
10632,1:0,1:0,,0.623
10633,2:1,1:0,+,0.644
10634,1:0,2:1,+,0.563
10635,1:0,1:0,,0.518
10636,1:0,1:0,,0.56
10637,1:0,2:1,+,0.576
10638,2:1,1:0,+,0.566
10639,2:1,1:0,+,0.625
10640,2:1,1:0,+,0.898
10641,1:0,1:0,,0.609
10642,1:0,1:0,,0.683
10643,1:0,2:1,+,0.571
10644,2:1,2:1,,0.903
10645,1:0,2:1,+,0.624
10646,2:1,1:0,+,0.619
10647,1:0,1:0,,0.507
10648,2:1,1:0,+,0.641
10649,2:1,2:1,,0.562
10650,2:1,1:0,+,0.528
10651,2:1,2:1,,0.856
10652,2:1,2:1,,0.884
10653,2:1,2:1,,0.55
10654,2:1,2:1,,0.686
10655,2:1,2:1,,0.53
10656,2:1,2:1,,0.585
10657,1:0,2:1,+,0.612
10658,1:0,1:0,,0.551
10659,1:0,2:1,+,0.738
10660,1:0,2:1,+,0.892
10661,1:0,2:1,+,0.551
10662,1:0,2:1,+,0.98
10663,2:1,1:0,+,0.595
10664,2:1,1:0,+,0.556
10665,2:1,1:0,+,0.6
10666,1:0,1:0,,0.526
10667,2:1,2:1,,0.636
10668,2:1,2:1,,0.534
10669,1:0,1:0,,0.557
10670,2:1,1:0,+,0.792
10671,1:0,2:1,+,0.653
10672,2:1,2:1,,0.513
10673,1:0,1:0,,0.703
10674,1:0,1:0,,0.654
10675,1:0,2:1,+,0.808
10676,2:1,1:0,+,0.799
10677,1:0,1:0,,0.806
10678,1:0,2:1,+,0.546
10679,2:1,2:1,,0.637
10680,1:0,2:1,+,0.659
10681,2:1,1:0,+,0.522
10682,1:0,1:0,,0.559
10683,2:1,1:0,+,0.509
10684,2:1,2:1,,0.622
10685,1:0,1:0,,0.523
10686,1:0,1:0,,0.61
10687,2:1,1:0,+,0.96
10688,2:1,1:0,+,0.88
10689,1:0,2:1,+,0.602
10690,2:1,1:0,+,0.701
10691,2:1,1:0,+,0.868
10692,2:1,2:1,,0.622
10693,2:1,2:1,,0.749
10694,2:1,1:0,+,0.613
10695,1:0,1:0,,0.754
10696,1:0,1:0,,0.641
10697,1:0,2:1,+,0.633
10698,2:1,1:0,+,0.526
10699,1:0,1:0,,0.537
10700,2:1,2:1,,0.679
10701,1:0,2:1,+,0.554
10702,1:0,2:1,+,0.548
10703,1:0,1:0,,0.555
10704,2:1,2:1,,0.561
10705,1:0,1:0,,0.664
10706,1:0,2:1,+,0.756
10707,1:0,2:1,+,0.59
10708,1:0,2:1,+,0.686
10709,1:0,2:1,+,0.578
10710,1:0,2:1,+,0.663
10711,1:0,2:1,+,0.807
10712,2:1,2:1,,0.616
10713,2:1,2:1,,0.599
10714,2:1,2:1,,0.656
10715,2:1,1:0,+,0.863
10716,2:1,2:1,,0.616
10717,1:0,2:1,+,0.633
10718,2:1,2:1,,0.761
10719,2:1,2:1,,0.876
10720,1:0,1:0,,0.853
10721,2:1,2:1,,0.822
10722,1:0,1:0,,0.561
10723,2:1,1:0,+,0.56
10724,2:1,1:0,+,0.523
10725,1:0,1:0,,0.544
10726,1:0,1:0,,0.57
10727,1:0,2:1,+,0.756
10728,2:1,1:0,+,0.661
10729,2:1,2:1,,0.546
10730,1:0,1:0,,0.608
10731,2:1,2:1,,0.543
10732,1:0,1:0,,0.706
10733,1:0,1:0,,0.729
10734,1:0,2:1,+,0.662
10735,1:0,1:0,,0.535
10736,1:0,2:1,+,0.744
10737,2:1,2:1,,0.58
10738,1:0,1:0,,0.717
10739,1:0,2:1,+,0.867
10740,2:1,2:1,,0.556
10741,2:1,1:0,+,0.596
10742,1:0,1:0,,0.511
10743,2:1,1:0,+,0.561
10744,1:0,2:1,+,0.514
10745,1:0,1:0,,0.919
10746,1:0,2:1,+,0.639
10747,1:0,2:1,+,0.54
10748,1:0,1:0,,0.568
10749,1:0,2:1,+,0.715
10750,1:0,1:0,,0.521
10751,1:0,2:1,+,0.556
10752,2:1,2:1,,0.508
10753,1:0,1:0,,0.529
10754,1:0,1:0,,0.558
10755,1:0,1:0,,0.649
10756,2:1,2:1,,0.502
10757,1:0,1:0,,0.548
10758,1:0,1:0,,0.54
10759,2:1,2:1,,0.575
10760,2:1,1:0,+,0.825
10761,1:0,2:1,+,0.756
10762,1:0,1:0,,0.703
10763,1:0,2:1,+,0.811
10764,2:1,2:1,,0.646
10765,2:1,1:0,+,0.914
10766,1:0,1:0,,0.781
10767,1:0,1:0,,0.549
10768,1:0,1:0,,0.975
10769,1:0,1:0,,0.687
10770,2:1,1:0,+,0.57
10771,2:1,1:0,+,0.637
10772,2:1,1:0,+,0.573
10773,1:0,1:0,,0.512
10774,1:0,1:0,,0.507
10775,1:0,2:1,+,0.597
10776,2:1,1:0,+,0.699
10777,1:0,1:0,,0.507
10778,1:0,1:0,,0.879
10779,2:1,1:0,+,0.583
10780,2:1,1:0,+,0.572
10781,2:1,1:0,+,0.572
10782,2:1,1:0,+,0.548
10783,1:0,2:1,+,0.674
10784,2:1,2:1,,0.736
10785,2:1,2:1,,0.83
10786,1:0,2:1,+,0.511
10787,2:1,2:1,,0.527
10788,2:1,1:0,+,0.667
10789,1:0,1:0,,0.786
10790,1:0,2:1,+,0.579
10791,1:0,2:1,+,0.99
10792,2:1,2:1,,0.802
10793,1:0,2:1,+,0.789
10794,1:0,2:1,+,0.676
10795,2:1,2:1,,0.569
10796,1:0,1:0,,0.548
10797,1:0,2:1,+,0.785
10798,1:0,2:1,+,0.711
10799,2:1,1:0,+,0.795
10800,2:1,2:1,,0.723
10801,2:1,1:0,+,0.635
10802,2:1,2:1,,0.639
10803,1:0,1:0,,0.549
10804,1:0,2:1,+,0.57
10805,1:0,1:0,,0.724
10806,1:0,2:1,+,0.566
10807,1:0,2:1,+,0.67
10808,2:1,1:0,+,0.736
10809,1:0,2:1,+,0.812
10810,1:0,2:1,+,0.825
10811,2:1,2:1,,0.518
10812,1:0,1:0,,0.553
10813,2:1,1:0,+,0.614
10814,2:1,1:0,+,0.783
10815,2:1,1:0,+,0.632
10816,2:1,2:1,,0.643
10817,2:1,1:0,+,0.759
10818,1:0,2:1,+,0.708
10819,2:1,2:1,,0.694
10820,2:1,1:0,+,0.593
10821,2:1,2:1,,0.686
10822,1:0,1:0,,0.555
10823,1:0,2:1,+,0.711
10824,1:0,1:0,,0.914
10825,2:1,1:0,+,0.582
10826,2:1,2:1,,0.64
10827,1:0,2:1,+,0.668
10828,2:1,1:0,+,0.65
10829,1:0,1:0,,0.564
10830,2:1,2:1,,0.644
10831,2:1,2:1,,0.697
10832,2:1,2:1,,0.573
10833,2:1,1:0,+,0.514
10834,1:0,2:1,+,0.53
10835,2:1,1:0,+,0.561
10836,2:1,1:0,+,0.755
10837,2:1,2:1,,0.516
10838,2:1,1:0,+,0.575
10839,1:0,1:0,,0.546
10840,2:1,1:0,+,0.857
10841,2:1,1:0,+,0.93
10842,1:0,2:1,+,0.816
10843,1:0,1:0,,0.592
10844,1:0,2:1,+,0.596
10845,1:0,2:1,+,0.627
10846,2:1,2:1,,0.795
10847,1:0,2:1,+,0.74
10848,2:1,2:1,,0.609
10849,1:0,2:1,+,0.603
10850,2:1,1:0,+,0.602
10851,1:0,2:1,+,0.542
10852,2:1,2:1,,0.639
10853,2:1,1:0,+,0.841
10854,2:1,2:1,,0.682
10855,2:1,1:0,+,0.594
10856,2:1,2:1,,0.739
10857,2:1,2:1,,0.508
10858,2:1,2:1,,0.741
10859,2:1,1:0,+,0.551
10860,2:1,2:1,,0.6
10861,1:0,2:1,+,0.825
10862,2:1,1:0,+,0.858
10863,1:0,2:1,+,0.787
10864,2:1,2:1,,0.793
10865,1:0,2:1,+,0.793
10866,1:0,2:1,+,0.728
10867,2:1,1:0,+,0.638
10868,1:0,2:1,+,0.649
10869,1:0,1:0,,0.518
10870,2:1,2:1,,0.522
10871,2:1,1:0,+,0.847
10872,1:0,2:1,+,0.515
10873,1:0,1:0,,0.882
10874,1:0,1:0,,0.656
10875,2:1,1:0,+,0.727
10876,1:0,1:0,,0.637
10877,1:0,1:0,,0.596
10878,1:0,2:1,+,0.542
10879,2:1,2:1,,0.737
10880,2:1,1:0,+,0.512
10881,1:0,1:0,,0.651
10882,1:0,1:0,,0.592
10883,2:1,2:1,,0.519
10884,2:1,2:1,,0.703
10885,2:1,1:0,+,0.574
10886,2:1,2:1,,0.559
10887,1:0,2:1,+,0.637
10888,1:0,1:0,,0.707
10889,2:1,1:0,+,0.577
10890,1:0,2:1,+,0.714
10891,2:1,2:1,,0.549
10892,2:1,1:0,+,0.772
10893,1:0,1:0,,0.545
10894,2:1,1:0,+,0.52
10895,2:1,2:1,,0.638
10896,2:1,1:0,+,0.571
10897,1:0,1:0,,0.528
10898,2:1,2:1,,0.725
10899,1:0,2:1,+,0.54
10900,2:1,1:0,+,0.673
10901,1:0,1:0,,0.721
10902,1:0,1:0,,0.835
10903,2:1,1:0,+,0.858
10904,1:0,1:0,,0.518
10905,2:1,2:1,,0.758
10906,1:0,1:0,,0.603
10907,2:1,2:1,,0.52
10908,2:1,2:1,,0.824
10909,2:1,2:1,,0.641
10910,2:1,1:0,+,0.696
10911,1:0,1:0,,0.69
10912,1:0,1:0,,0.579
10913,2:1,1:0,+,0.553
10914,2:1,2:1,,0.858
10915,2:1,2:1,,0.641
10916,2:1,2:1,,0.635
10917,2:1,1:0,+,0.927
10918,1:0,2:1,+,0.543
10919,1:0,1:0,,0.509
10920,1:0,1:0,,0.549
10921,1:0,2:1,+,0.757
10922,1:0,1:0,,0.766
10923,2:1,1:0,+,0.646
10924,2:1,2:1,,0.723
10925,1:0,2:1,+,0.535
10926,2:1,2:1,,0.693
10927,1:0,2:1,+,0.673
10928,1:0,2:1,+,0.568
10929,1:0,1:0,,0.77
10930,1:0,2:1,+,0.527
10931,1:0,2:1,+,0.659
10932,2:1,2:1,,0.51
10933,1:0,1:0,,0.694
10934,1:0,1:0,,0.701
10935,1:0,2:1,+,0.616
10936,1:0,1:0,,0.626
10937,2:1,2:1,,0.636
10938,2:1,1:0,+,0.818
10939,2:1,2:1,,0.622
10940,2:1,2:1,,0.98
10941,1:0,1:0,,0.858
10942,2:1,1:0,+,0.54
10943,1:0,1:0,,0.693
10944,2:1,1:0,+,0.786
10945,2:1,2:1,,0.895
10946,1:0,2:1,+,0.723
10947,1:0,1:0,,0.551
10948,2:1,2:1,,0.909
10949,1:0,2:1,+,0.578
10950,1:0,2:1,+,0.514
10951,1:0,1:0,,0.613
10952,1:0,2:1,+,0.797
10953,1:0,2:1,+,0.655
10954,1:0,1:0,,0.633
10955,2:1,1:0,+,0.644
10956,2:1,1:0,+,0.584
10957,2:1,2:1,,0.58
10958,1:0,2:1,+,0.689
10959,2:1,1:0,+,0.826
10960,2:1,1:0,+,0.557
10961,1:0,2:1,+,0.54
10962,1:0,1:0,,0.783
10963,1:0,2:1,+,0.674
10964,1:0,1:0,,0.755
10965,2:1,2:1,,0.698
10966,2:1,2:1,,0.674
10967,1:0,2:1,+,0.615
10968,1:0,1:0,,0.629
10969,1:0,1:0,,0.711
10970,2:1,2:1,,0.665
10971,2:1,2:1,,0.695
10972,2:1,2:1,,0.746
10973,1:0,2:1,+,0.716
10974,1:0,1:0,,0.512
10975,2:1,2:1,,0.527
10976,2:1,1:0,+,0.624
10977,1:0,2:1,+,0.759
10978,1:0,1:0,,0.644
10979,2:1,1:0,+,0.622
10980,2:1,2:1,,0.814
10981,1:0,1:0,,0.691
10982,1:0,2:1,+,0.673
10983,1:0,1:0,,0.535
10984,2:1,1:0,+,0.524
10985,1:0,2:1,+,0.655
10986,1:0,2:1,+,0.618
10987,2:1,2:1,,0.73
10988,2:1,1:0,+,0.63
10989,2:1,1:0,+,0.508
10990,1:0,1:0,,0.806
10991,1:0,1:0,,0.62
10992,2:1,1:0,+,0.641
10993,1:0,1:0,,0.508
10994,1:0,2:1,+,0.859
10995,1:0,2:1,+,0.516
10996,2:1,2:1,,0.691
10997,2:1,1:0,+,0.614
10998,2:1,2:1,,0.821
10999,2:1,2:1,,0.761
11000,1:0,2:1,+,0.572
11001,1:0,1:0,,0.595
11002,2:1,1:0,+,0.743
11003,2:1,1:0,+,0.666
11004,1:0,2:1,+,0.525
11005,2:1,1:0,+,0.549
11006,2:1,1:0,+,0.534
11007,1:0,2:1,+,0.61
11008,2:1,1:0,+,0.664
11009,2:1,1:0,+,0.823
11010,1:0,2:1,+,0.719
11011,1:0,1:0,,0.643
11012,1:0,2:1,+,0.552
11013,2:1,1:0,+,0.693
11014,1:0,1:0,,0.677
11015,1:0,1:0,,0.675
11016,2:1,1:0,+,0.592
11017,2:1,2:1,,0.608
11018,2:1,2:1,,0.643
11019,1:0,2:1,+,0.708
11020,1:0,1:0,,0.842
11021,2:1,2:1,,0.727
11022,2:1,2:1,,0.847
11023,2:1,1:0,+,0.688
11024,2:1,1:0,+,0.508
11025,2:1,2:1,,0.698
11026,2:1,2:1,,0.562
11027,1:0,1:0,,0.8
11028,1:0,1:0,,0.508
11029,2:1,1:0,+,0.611
11030,1:0,2:1,+,0.545
11031,1:0,1:0,,0.56
11032,2:1,1:0,+,0.54
11033,2:1,1:0,+,0.541
11034,2:1,2:1,,0.752
11035,1:0,2:1,+,0.547
11036,1:0,2:1,+,0.64
11037,1:0,1:0,,0.604
11038,2:1,1:0,+,0.584
11039,2:1,1:0,+,0.588
11040,2:1,2:1,,0.578
11041,1:0,1:0,,0.741
11042,2:1,2:1,,0.613
11043,1:0,1:0,,0.914
11044,1:0,1:0,,0.664
11045,2:1,1:0,+,0.882
11046,2:1,2:1,,0.921
11047,2:1,1:0,+,0.609
11048,1:0,1:0,,0.759
11049,2:1,2:1,,0.524
11050,2:1,1:0,+,0.727
11051,2:1,1:0,+,0.525
11052,2:1,2:1,,0.726
11053,2:1,1:0,+,0.548
11054,1:0,1:0,,0.595
11055,1:0,2:1,+,0.72
11056,2:1,1:0,+,0.875
11057,2:1,2:1,,0.554
11058,2:1,1:0,+,0.544
11059,1:0,1:0,,0.627
11060,2:1,1:0,+,0.623
11061,1:0,1:0,,0.535
11062,2:1,1:0,+,0.598
11063,2:1,2:1,,0.859
11064,1:0,1:0,,0.584
11065,1:0,1:0,,0.71
11066,1:0,1:0,,0.627
11067,2:1,2:1,,0.542
11068,2:1,2:1,,0.761
11069,1:0,2:1,+,0.582
11070,2:1,1:0,+,0.776
11071,2:1,2:1,,0.906
11072,2:1,2:1,,0.704
11073,1:0,2:1,+,0.59
11074,2:1,1:0,+,0.551
11075,2:1,1:0,+,0.62
11076,2:1,2:1,,0.719
11077,1:0,1:0,,0.6
11078,1:0,1:0,,0.675
11079,1:0,2:1,+,0.941
11080,2:1,2:1,,0.783
11081,1:0,1:0,,0.619
11082,2:1,2:1,,0.628
11083,2:1,1:0,+,0.615
11084,2:1,2:1,,0.513
11085,1:0,1:0,,0.563
11086,1:0,2:1,+,0.55
11087,2:1,1:0,+,0.512
11088,2:1,1:0,+,0.596
11089,1:0,1:0,,0.528
11090,1:0,1:0,,0.861
11091,1:0,2:1,+,0.93
11092,1:0,2:1,+,0.654
11093,2:1,2:1,,0.735
11094,1:0,1:0,,0.548
11095,2:1,2:1,,0.603
11096,2:1,2:1,,0.846
11097,2:1,1:0,+,0.589
11098,1:0,2:1,+,0.689
11099,1:0,1:0,,0.633
11100,2:1,1:0,+,0.73
11101,2:1,2:1,,0.766
11102,1:0,2:1,+,0.517
11103,2:1,1:0,+,0.725
11104,2:1,1:0,+,0.591
11105,2:1,1:0,+,0.824
11106,2:1,2:1,,0.583
11107,2:1,2:1,,0.93
11108,2:1,2:1,,0.629
11109,1:0,2:1,+,0.554
11110,1:0,1:0,,0.736
11111,1:0,1:0,,0.549
11112,2:1,1:0,+,0.541
11113,2:1,2:1,,0.586
11114,2:1,1:0,+,0.615
11115,1:0,1:0,,0.596
11116,1:0,2:1,+,0.577
11117,2:1,1:0,+,0.512
11118,2:1,2:1,,0.572
11119,2:1,2:1,,0.603
11120,2:1,1:0,+,0.521
11121,2:1,2:1,,0.509
11122,1:0,1:0,,0.521
11123,1:0,2:1,+,0.704
11124,2:1,2:1,,0.695
11125,2:1,2:1,,0.587
11126,2:1,1:0,+,0.585
11127,1:0,1:0,,0.884
11128,2:1,2:1,,0.738
11129,2:1,1:0,+,0.659
11130,1:0,1:0,,0.533
11131,2:1,1:0,+,0.571
11132,2:1,2:1,,0.745
11133,2:1,2:1,,0.901
11134,2:1,2:1,,0.789
11135,2:1,1:0,+,0.735
11136,1:0,1:0,,0.889
11137,2:1,1:0,+,0.641
11138,1:0,1:0,,0.55
11139,2:1,2:1,,0.572
11140,2:1,1:0,+,0.641
11141,1:0,1:0,,0.76
11142,2:1,1:0,+,0.672
11143,2:1,1:0,+,0.71
11144,2:1,1:0,+,0.694
11145,1:0,1:0,,0.817
11146,2:1,2:1,,0.627
11147,1:0,1:0,,0.597
11148,2:1,1:0,+,0.78
11149,2:1,2:1,,0.746
11150,1:0,2:1,+,0.648
11151,2:1,2:1,,0.538
11152,1:0,2:1,+,0.63
11153,2:1,1:0,+,0.5
11154,2:1,2:1,,0.626
11155,1:0,1:0,,0.801
11156,2:1,1:0,+,0.514
11157,1:0,1:0,,0.588
11158,2:1,1:0,+,0.681
11159,2:1,1:0,+,0.526
11160,1:0,2:1,+,0.599
11161,2:1,1:0,+,0.527
11162,1:0,1:0,,0.599
11163,2:1,1:0,+,0.838
11164,2:1,1:0,+,0.64
11165,2:1,1:0,+,0.608
11166,2:1,2:1,,0.533
11167,2:1,1:0,+,0.56
11168,1:0,1:0,,0.533
11169,2:1,2:1,,0.528
11170,2:1,2:1,,0.593
11171,2:1,1:0,+,0.523
11172,1:0,2:1,+,0.696
11173,2:1,2:1,,0.811
11174,2:1,2:1,,0.731
11175,2:1,2:1,,0.647
11176,1:0,2:1,+,0.67
11177,1:0,2:1,+,0.561
11178,1:0,2:1,+,0.706
11179,2:1,1:0,+,0.514
11180,1:0,2:1,+,0.508
11181,2:1,2:1,,0.973
11182,2:1,1:0,+,0.544
11183,2:1,2:1,,0.58
11184,2:1,1:0,+,0.506
11185,1:0,2:1,+,0.511
11186,2:1,2:1,,0.784
11187,2:1,1:0,+,0.565
11188,2:1,2:1,,0.764
11189,2:1,2:1,,0.808
11190,1:0,2:1,+,0.712
11191,2:1,2:1,,0.622
11192,2:1,2:1,,0.62
11193,1:0,2:1,+,0.527
11194,1:0,2:1,+,0.564
11195,1:0,2:1,+,0.508
11196,2:1,1:0,+,0.606
11197,1:0,1:0,,0.62
11198,2:1,2:1,,0.578
11199,2:1,1:0,+,0.882
11200,1:0,2:1,+,0.791
11201,1:0,1:0,,0.672
11202,1:0,1:0,,0.548
11203,1:0,1:0,,0.608
11204,1:0,2:1,+,0.519
11205,1:0,2:1,+,0.771
11206,2:1,2:1,,0.645
11207,2:1,2:1,,0.528
11208,1:0,2:1,+,0.532
11209,2:1,2:1,,0.618
11210,2:1,1:0,+,0.547
11211,2:1,2:1,,0.582
11212,2:1,2:1,,0.539
11213,2:1,1:0,+,0.53
11214,1:0,1:0,,0.679
11215,2:1,1:0,+,0.694
11216,2:1,2:1,,0.667
11217,2:1,2:1,,0.746
11218,2:1,2:1,,0.708
11219,2:1,2:1,,0.507
11220,2:1,1:0,+,0.553
11221,1:0,1:0,,0.704
11222,1:0,1:0,,0.839
11223,1:0,2:1,+,0.521
11224,1:0,2:1,+,0.725
11225,2:1,1:0,+,0.795
11226,1:0,1:0,,0.6
11227,1:0,1:0,,0.605
11228,2:1,1:0,+,0.759
11229,1:0,1:0,,0.57
11230,2:1,1:0,+,0.706
11231,1:0,1:0,,0.594
11232,2:1,2:1,,0.603
11233,2:1,2:1,,0.558
11234,2:1,2:1,,0.896
11235,2:1,1:0,+,0.598
11236,2:1,1:0,+,0.574
11237,1:0,1:0,,0.706
11238,2:1,2:1,,0.538
11239,1:0,1:0,,0.59
11240,2:1,1:0,+,0.737
11241,1:0,1:0,,0.727
11242,1:0,2:1,+,0.574
11243,1:0,1:0,,0.528
11244,2:1,1:0,+,0.555
11245,1:0,1:0,,0.52
11246,2:1,2:1,,0.668
11247,1:0,2:1,+,0.811
11248,1:0,1:0,,0.576
